submitter_id.samples,dna_vae_1,dna_vae_2,dna_vae_3,dna_vae_4,dna_vae_5,dna_vae_6,dna_vae_7,dna_vae_8,dna_vae_9,dna_vae_10,dna_vae_11,dna_vae_12,dna_vae_13,dna_vae_14,dna_vae_15,dna_vae_16,dna_vae_17,dna_vae_18,dna_vae_19,dna_vae_20,dna_vae_21,dna_vae_22,dna_vae_23,dna_vae_24,dna_vae_25,dna_vae_26,dna_vae_27,dna_vae_28,dna_vae_29,dna_vae_30,dna_vae_31,dna_vae_32,label_dna
TCGA-AC-A3W6-01,0.51869524,1.7304195,-0.21250112,1.2175248,0.63224363,0.12293221,0.0905657,0.77474546,-1.2742649,-0.707915,1.7155188,-0.5820023,-0.03871724,-1.5161768,-0.54296076,-2.3552098,0.36668056,0.16407844,-0.71373487,-1.3322086,0.4191217,-0.2674147,0.50972074,0.5542364,1.4985716,-0.3268179,0.32119235,-0.74313354,0.80845445,-0.6523651,1.884336,-1.3040272,1
TCGA-AC-A3W7-01,0.06517281,-0.55800915,-0.4764618,0.56261784,-0.265935,-0.60352963,-0.12330201,-0.21044612,1.5381097,-0.009306588,0.9938497,1.9630347,0.6398006,0.5568422,1.3816271,-0.6235272,-0.3252061,0.18054542,0.2214871,-0.4444564,-0.30630606,0.9400431,-0.20471805,-0.074218236,0.67344713,0.223126,0.014733111,-0.2717136,0.937126,0.21921542,0.3565346,-0.404783,1
TCGA-AC-A3YI-01,2.0399897,-0.11687941,-0.6981617,1.214339,1.139952,0.35918248,-0.07272722,1.1730218,0.2086801,0.29631597,-2.017893,-0.858274,0.2711315,-1.1985492,1.1577437,-0.105696425,-0.6843289,-0.02203989,1.1241488,-0.28212368,2.002022,-0.93379486,-0.29982793,0.44946334,0.23580445,0.56682205,0.3438172,1.0601641,-0.3775833,0.3096993,0.9259431,1.6155016,1
TCGA-AC-A3YJ-01,0.37103853,-0.18011554,0.13898195,0.46144614,-1.3328627,-1.272957,-0.00038749818,1.3527496,1.2178037,0.98026234,-1.8863308,-0.40111166,-0.11010702,0.7969447,-1.4766815,2.1811469,1.3167124,-0.07506175,0.29379258,0.6424821,-0.5735299,-0.1551827,-0.1330477,-0.43098524,-1.3083985,0.24541312,-0.25340858,0.6585413,-0.102541015,1.2196596,0.48336834,-1.0498153,1
TCGA-AC-A4ZE-01,1.1138588,1.6365249,-0.43478498,0.92272365,0.57247776,0.9333274,0.22282748,-0.4319049,-0.48259816,0.25880077,-0.08747915,-1.6856776,0.72587705,-0.23348399,0.81650376,-0.18328865,-0.20695977,0.4628551,-0.09531501,-0.04026578,0.26325426,0.023801705,-1.5685784,0.664196,-0.44107324,0.31477425,2.0409701e-05,0.08547633,-0.44173458,-0.0994341,0.21520402,0.08808378,1
TCGA-AC-A5EH-01,0.39278236,0.91631365,1.2417094,-0.40333533,1.8949977,-0.3022555,-0.3642682,-0.04577609,1.2689627,-0.20733376,-0.7477327,0.702239,-0.66536105,-1.4405392,-0.04806007,-0.017823577,0.5846554,0.114005536,-1.0108176,0.10589656,0.52682674,0.95853275,0.07915227,-1.0675418,0.78787804,-0.52706665,2.2682703,1.4258778,1.1375524,-0.14218906,1.387509,0.09354148,1
TCGA-AC-A5EI-01,-0.9941327,-1.6989114,1.4477772,-0.015937699,0.8165406,-1.3163424,-3.551123,-0.25555182,0.80343175,-0.6617379,-0.62269014,0.2747698,-0.3384115,0.5417668,-0.26174682,0.85710526,-0.33167818,-1.655056,1.6123501,-0.37399772,1.2489033,0.64897984,0.66782534,-0.20082583,-0.24197349,-0.578539,1.0381339,0.057853628,0.5685634,1.186064,-0.03354226,-0.57221144,1
TCGA-AC-A5XS-01,0.9046556,-0.090448715,-0.8772003,1.4720451,-0.06889105,-1.4075521,0.62005746,-1.9437505,-1.168823,1.7313582,-0.9058717,0.032491937,0.6682484,0.27196375,1.7906772,0.783387,1.536101,0.59992284,1.3984076,-0.6463051,-1.6731279,0.50284755,-2.048343,0.41705552,-0.3231755,-0.09862992,-0.38747752,-2.5729382,-1.0241041,0.24527946,-0.031811614,0.048423164,1
TCGA-AC-A5XU-01,-0.5609502,-1.8368366,-1.115098,-1.1403385,1.3000046,-1.7526932,0.42277202,-0.3603351,-0.36415416,0.22428326,-0.8714186,0.8608264,-0.19037865,0.52008533,0.37311426,-0.97780377,-0.50705117,0.800195,0.655171,-3.0153618,-1.0570856,0.569117,1.4074047,-0.12593181,-0.69590443,-0.07205999,-1.0118835,0.062121514,-2.113056,-0.2585351,0.94639015,-0.58883077,1
TCGA-AC-A62V-01,-1.2134686,0.1267282,-0.7706624,0.50592256,-2.0632315,-1.6359273,0.61004686,-1.7142804,-0.7524373,-0.14557335,-0.39020976,-1.4335715,-0.6109137,0.08644475,0.028112046,1.722043,0.1272807,1.3420002,0.81450105,-0.13210303,-2.207143,0.4306866,-1.4608171,0.97782403,1.2340115,0.7739582,-0.25204128,0.091425225,0.22406,-0.72415316,-0.170277,-0.12095572,1
TCGA-AC-A62X-01,-0.15959838,-2.6455688,0.420318,-0.13894661,1.357691,-1.0962087,-2.260151,0.1473324,0.5827957,-0.4973878,0.3992699,1.5377122,0.7692231,-0.3024748,-0.25151148,0.7578589,0.20870157,0.12997882,-0.22983076,-2.045709,-0.55207,-0.32035553,0.98315716,-0.42627686,0.13070501,-0.5197589,-0.2023244,-0.31568316,0.23152082,-0.5809091,-0.35762092,0.18501116,1
TCGA-AC-A62Y-01,-0.5671881,-0.31761602,-0.8412886,-0.3358853,2.8158948,1.1439546,0.57445043,-0.5447955,-0.5060401,0.09161089,1.0545024,-0.5514923,-1.7616961,1.3512512,-0.3661383,-0.27556056,-0.26743606,0.69472045,-0.14449638,-0.6499277,0.38329807,-0.19202046,-0.62285966,-1.3445451,-0.9026287,0.11493279,-0.87537915,-1.6490645,-0.12370804,0.21288186,-0.0074253744,-0.47745028,1
TCGA-AC-A6IV-01,-1.8667632,-0.59449273,-1.0784808,-1.5810511,1.6870621,-0.016749782,-0.13796319,0.39283818,-0.8702038,0.30512515,-0.5867645,0.5469056,0.48097387,1.8152344,0.7023451,0.76113445,-0.4903001,0.3833971,1.039493,0.21346658,-0.72988176,1.9902399,-1.970601,-0.6440499,-0.44274643,1.7840157,-0.5871574,2.5363996,0.22662967,-0.050206758,0.8545665,-1.2984501,1
TCGA-AC-A6IW-01,0.23954588,-0.0025576672,-1.5097578,0.7745993,-0.20516565,-1.1357486,1.2373899,-0.65962505,0.23851629,1.3000512,1.7865832,-1.2344683,0.98347163,-0.54143906,-0.2430986,-1.2988412,1.4840863,-1.0021064,0.50622314,-1.748785,0.7518618,1.387543,1.3695914,0.79601085,-0.7310088,0.949166,-0.7828472,-0.6366875,0.89369655,-0.9573546,1.3856889,-0.4196974,1
TCGA-AC-A6IX-01,0.10063738,2.4327903,-0.3080878,-1.7157543,0.58248234,0.37021133,-2.0265803,0.8613407,0.143685,-0.8662831,0.06774255,0.15766755,0.8757901,0.10021567,0.33882827,2.105128,0.9929796,0.28734112,-0.64418733,1.1174765,-0.002020443,0.46210915,-1.6280478,-1.0583042,-0.5640186,0.8440536,0.15758678,-0.8983524,-1.577365,-0.2524521,-0.9783432,1.341018,1
TCGA-AC-A6IX-06,0.2506509,0.8882937,0.29544023,1.0535624,-0.037127975,1.2019417,-0.2405172,-0.40591815,-1.0904118,1.5375772,0.6177907,0.7847082,1.2742621,0.20191428,1.5376451,0.93212414,-0.4862861,-0.2798952,0.6768053,0.598709,0.5536915,-1.0254048,-0.8097741,-1.6475544,-0.42843577,0.5375965,-0.95887226,-1.2243918,-0.11194954,0.08839236,-1.4289584,-0.61200833,1
TCGA-AC-A6NO-01,0.2059225,-0.86148417,0.344422,-0.60034186,-3.6212747,1.484024,0.163238,0.014667653,-1.1062546,-0.7864396,0.64757746,1.5634263,-1.8431636,0.78179675,0.8067023,-0.5534482,-0.62992126,1.0537091,0.89852667,-0.8014058,-0.2645139,0.26914522,0.059771538,-1.3817031,1.5478493,0.5391859,1.501387,-1.212357,-1.3527815,-1.1748335,1.5235826,-0.7376932,1
TCGA-AC-A7VB-01,0.79966503,1.5235085,0.40187797,1.0162603,0.004082763,-0.94802403,-0.2727543,-0.34630898,1.2200474,0.10887684,-1.0254608,-1.481151,1.3634472,0.26333204,0.2597807,-0.6741012,-0.40051866,1.0961516,0.6922179,-0.6482557,-0.78209645,-1.4181333,0.4620823,0.26932663,0.022686765,-0.28455672,-0.49004048,1.1139833,2.7769854,-0.8463466,-0.07706024,0.32587308,1
TCGA-AC-A7VC-01,1.0661185,-0.18488523,-0.59080863,-1.8103615,-0.13416746,-1.9465266,-0.41969886,0.072733045,1.0930046,-0.95173085,0.4373119,0.37524152,0.6514738,-0.6097822,0.6442218,-0.2435019,-0.96180564,1.1847159,0.37437236,-0.72468066,0.7727879,-1.2093322,0.23648494,1.9696579,1.5490112,0.39526817,1.2841281,-1.1962007,-1.5102183,2.368684,-0.49452883,-0.29685447,1
TCGA-AC-A8OP-01,-1.344104,0.34680185,0.7799756,1.8693266,0.14227653,1.2721992,-0.9300969,0.5873382,-0.4314915,1.2191434,2.734174,-0.5426523,0.98569244,0.5054105,-0.42069224,0.85504645,-0.11545085,-0.6785819,0.39239076,0.29465485,0.42339033,-1.1752541,0.41476622,0.9920621,-1.8593166,-0.3522839,0.08600505,-0.016607992,-0.7665115,-0.7180808,0.6219923,-0.6368551,1
TCGA-AC-A8OQ-01,0.045855813,-1.0225949,0.14657445,0.73594886,-0.17221183,0.3027998,-0.99528843,-0.43328092,0.5007446,-1.2636353,-1.28873,-1.241956,-1.2420782,-0.18008482,0.44419172,0.45269328,0.66325825,-0.8432363,-0.55902416,0.6425903,2.481755,-0.88402337,1.0815148,0.54809755,0.81975687,-0.7805365,-0.08638154,0.9599975,0.9619295,1.2143162,-0.26983586,-0.16363758,1
TCGA-AC-A8OR-01,-0.3855115,0.432103,-1.1156033,-1.3452631,-0.32047865,-0.92971724,0.3163426,2.1812913,0.22625697,0.08339614,-0.5047148,2.4759543,-1.7909563,-0.27815413,-1.6869657,2.2639387,-0.20417447,-0.37501764,0.60434836,0.71408314,0.4824742,0.691089,0.5058125,0.19338833,-1.1097292,0.18296295,-0.33664203,-1.5122702,-0.43105552,0.102107495,0.5479358,1.9057273,1
TCGA-AC-A8OS-01,-0.43205312,1.1312704,-1.0893265,0.9203184,0.43085283,1.1498046,1.1267287,0.7525944,0.13343194,1.4166763,-0.117234,-0.50388527,0.96510714,0.4041352,0.91428643,-1.2389587,-0.16943142,0.6918924,1.363903,-1.1334985,0.3820752,-0.5213574,-0.113477394,0.3421954,-0.28984636,-1.1042682,1.6460915,1.3972129,-1.0707335,-0.4985854,1.3749075,-1.9124112,1
TCGA-AN-A03X-01,-0.5938163,-0.39618295,-0.79710597,-0.6842735,0.5736273,-0.20526071,0.68585545,3.0959535,-1.9463456,1.4075029,0.17220837,0.28165933,0.19804539,-0.3200369,-0.69899994,0.53198445,-0.57264566,0.20924631,0.71220356,0.24590033,0.957161,-1.6740341,-0.17341226,0.122295536,0.8474142,-0.45900965,-0.3275546,0.7761012,-0.36013713,-1.3421729,0.34138107,-0.6427834,1
TCGA-AN-A03Y-01,0.9265762,-0.39870188,-0.27065066,-0.38756672,-1.0044799,-0.49527466,0.16555734,-0.66020256,0.98304313,-0.4402801,-1.0300574,1.5764227,0.8202169,0.78392637,-1.6197987,0.14003494,0.18716162,0.70023715,-0.7483065,-1.1331642,-0.7383697,0.3434226,0.73589367,-0.4646464,-0.3875628,0.3088902,1.2800552,0.9107221,-0.37911114,1.4025936,1.2715076,0.6482059,1
TCGA-AN-A041-01,-0.40453207,0.62197536,-0.19815402,0.8360518,1.111931,0.19870523,0.9885222,1.4696103,0.53431255,-1.4663523,0.9504864,0.10223507,-0.67403084,1.7435678,1.1379291,-0.11691783,0.928345,-1.3437155,-2.9193945,0.61606264,-0.37223992,-0.835088,0.26016444,-1.6660678,-0.32599342,0.073177405,-0.51178914,0.51706386,0.36231375,0.21010555,1.2539057,0.7551127,1
TCGA-AN-A046-01,0.95050865,-0.2754748,-0.45641834,1.201328,0.36222225,-0.3805193,-1.2207018,-1.703122,0.9537718,-1.3281889,-0.16278039,-0.04826384,-0.61371017,0.15453628,1.3337353,-0.013999538,0.19820364,-1.2182916,0.7505045,-0.78349805,1.6255045,-0.618573,1.3470979,0.24136633,0.1767696,1.28345,-0.2983155,-0.038627,-0.82233906,0.6235682,1.7324268,-0.7401349,1
TCGA-AN-A049-01,-0.98594505,1.1445687,0.04640844,-1.9402943,0.88678753,1.3334274,-0.14321297,-2.5672429,0.20794551,-1.3154681,-0.83036447,-0.7036863,0.83755213,1.2495759,0.19951564,1.3080215,-1.2506473,-0.96723515,-0.16164452,-1.3029683,-1.6695827,-0.90978235,-1.0797921,-0.9708589,-0.7013271,-0.8630904,-0.92283416,0.62828326,0.82762396,0.9117202,0.67452645,0.4244577,1
TCGA-AN-A04A-01,-0.0053147543,-0.7300215,0.704935,0.4860189,1.3406878,0.31913468,-0.3099476,0.12391187,-1.7845768,1.1183754,0.57750237,-0.73408926,-1.2965127,0.27535278,-1.3894247,-0.19152753,-0.7836083,-2.8765638,-0.5867696,-0.39037406,-1.0745823,-1.4556324,-0.0072946083,-0.6342807,0.13746013,0.68798304,-0.5941037,-0.87796557,-0.7641833,-0.6657108,0.789502,1.1340383,1
TCGA-AN-A04C-01,0.6485058,0.39274138,0.5037444,0.8189032,-0.4008175,0.46430826,-0.99812937,-0.50348306,-0.6746125,0.6235858,0.35431993,-0.58029777,-1.539354,0.479481,0.30364567,-0.86785275,0.054441314,-0.82991815,0.13501011,0.37457737,0.6074649,-0.72546965,-0.5226574,0.059935745,0.34349677,1.8481305,1.2602068,0.3400309,-0.27118072,-1.3217901,1.2033701,-1.3360919,1
TCGA-AN-A04D-01,1.0821016,-0.1462573,0.57696366,-0.4925128,-0.9068284,-0.026602,-1.2183832,-0.46356267,-0.7055378,0.66571677,1.7997358,-0.38518658,-1.176169,-1.2098138,-0.095640965,1.9465045,0.92372787,-1.9898739,-0.25639856,0.055052668,-1.5704736,0.6531189,-0.06702919,1.1006924,0.29948503,-0.05021184,0.04773287,-0.6412418,0.21299581,-0.20411475,0.43885565,-0.5086711,1
TCGA-AN-A0AJ-01,-0.62397367,1.0464351,-0.07224213,0.91249204,0.092630625,-0.32883963,0.05672949,-0.30253804,1.8949227,0.81084454,-0.39545146,-0.024710236,-0.064215645,0.15388776,1.9896849,-0.3956493,-0.23204409,-0.61346114,0.61529887,-0.43388748,-1.3629124,1.1994923,1.6332829,0.39416197,0.72561806,-1.0375017,1.5837026,0.46362826,-0.5080394,-0.518381,-0.8560935,0.3320756,1
TCGA-AN-A0AK-01,-0.07346809,-0.7026543,0.56909424,0.7908796,0.7576423,-0.5108231,0.96107495,2.7052946,-0.91261834,-1.3185496,-1.0797875,1.0805864,0.23248978,0.8092332,-1.1603292,-0.06609174,0.9498386,1.4845058,0.65140456,0.57690144,-1.2560583,-0.32692152,1.0694953,-0.082533665,-0.9750354,-0.10809507,2.2643745,-0.56190497,-0.9281432,0.459123,-1.7046366,2.1546302,1
TCGA-AN-A0AL-01,0.12063348,0.82488495,-0.41384777,0.6831102,0.55648386,1.1018897,0.59762263,-0.18710914,1.5146374,-1.4073747,-0.85170597,0.6818371,-0.48453423,-0.37186936,-0.6273592,-0.359643,0.1455373,-1.9775368,-1.0009737,-0.135658,-0.3441161,-1.3359171,-0.10601689,-0.3500268,0.6944237,1.0615109,1.683451,1.1328955,0.708497,0.94247586,0.21320099,0.51759267,1
TCGA-AN-A0AM-01,-1.6089854,0.56018996,0.36231142,-1.4011725,0.17302448,0.29757798,1.938351,0.3261685,-0.3228779,-0.8996588,0.8055315,-0.12782632,0.39553717,-0.5282682,0.18830514,2.8952537,0.5892841,-1.5995864,-0.16273838,0.11669321,0.07472226,-1.4689631,-0.85117733,-0.48763388,-1.3935208,0.28386045,-0.6467423,1.771701,-0.336763,0.82391876,-0.3431702,0.6520371,1
TCGA-AN-A0AR-01,0.86674315,-0.9868992,-0.42276692,0.27799818,-0.77488756,0.884689,1.1689906,1.1096807,1.2027018,1.3590746,-1.4496803,0.23572837,0.21206492,-0.47739917,0.41791883,0.26364383,1.1144878,-1.0728747,-1.207775,-0.24276274,0.4879806,-1.4788085,-0.28234684,-1.5143846,-0.7580369,-0.57967895,0.17247188,-0.98090637,-1.5923513,-1.3940221,1.3876927,-1.1512347,1
TCGA-AN-A0AS-01,-1.5902365,0.65546215,-0.96533245,2.1585891,-1.3891506,-0.9763049,-0.2995329,-0.16274118,0.3844678,-1.8583829,1.1771922,-1.0663785,-0.7134385,0.21229595,0.9704635,-2.216044,-0.88537323,0.36630368,-0.074770786,1.6133319,0.18874352,-0.43269786,0.33636189,0.0560764,-1.1562369,-0.53537416,0.45962068,-0.35922337,-2.2674165,-2.1338992,-0.46938127,-0.05075276,1
TCGA-AN-A0AT-01,1.1645092,1.045747,-0.5319236,-0.45209628,-0.09101483,-1.2754595,0.17484708,0.6366738,0.51531285,1.0559382,-0.15176435,-0.019621197,-1.2959002,0.66141504,2.2707615,-0.7909277,-0.51330143,0.22473356,1.706796,-0.070884526,-0.405399,0.10519994,1.3185939,1.8266833,1.1350791,-0.923959,0.33924288,2.3455641,-0.31416088,0.20673162,0.21874861,-0.45933878,1
TCGA-AN-A0FD-01,0.20440547,0.19523695,0.5743168,-0.92441875,1.591618,0.6578594,0.38794336,0.40205917,-1.3493721,-1.2996465,-0.9482384,0.47882304,0.19606106,0.31459618,0.65868604,-0.3759318,-0.055408653,-0.89096284,2.3802683,0.04904836,-0.3584796,-0.85459685,-0.22650543,-0.12948377,0.07611156,-0.9442803,0.34868047,0.044846486,0.041563712,1.7789325,-0.10109426,-0.13737264,1
TCGA-AN-A0FF-01,-0.27167037,-0.2117829,-1.8364667,1.2707965,-0.12530187,-0.90396184,-0.21125463,0.352127,-0.8403323,-0.28941596,-0.44554734,-0.106270276,0.87564635,-1.9437991,-0.75825703,-0.15401745,-1.1596482,0.7977239,-0.5711474,2.5060008,-0.6583545,0.6153361,-0.98915404,0.6019013,0.47556445,-1.8600036,-1.912993,-1.887066,-0.90418947,0.23082688,-0.15115467,-0.42828864,1
TCGA-AN-A0FJ-01,-0.5304957,-0.68609357,0.87430555,0.11392301,0.31189817,-0.6064374,-0.41772535,0.58444124,0.3934249,1.1024926,0.69964164,-1.3692076,1.9004371,0.35205668,0.058332566,1.2374955,-0.78070325,0.16867414,-1.2263913,-0.73330534,0.7266393,-0.42767113,0.06065455,-0.6075088,0.8452143,-0.7438618,-1.8874664,-2.0343823,0.95826364,-0.5951574,-0.37156865,-0.053454638,1
TCGA-AN-A0FK-01,0.1930102,-0.06861309,1.0568589,1.0875084,1.4856976,-0.22228193,-0.25481313,-0.4450969,-1.1962422,-0.22382206,-0.040586025,-2.040909,-0.9238581,-0.5964863,0.04753504,-0.541487,-0.8628324,1.3454447,1.6699419,-0.82114875,1.2038971,0.4102939,-0.18082443,-1.6315557,0.4238324,0.17110914,-2.5414076,2.0545988,-0.85773593,-0.2132686,-0.59935933,-1.0715092,1
TCGA-AN-A0FL-01,0.44757143,1.1723975,-0.13257448,-1.7922237,-0.76083636,2.4152162,0.7091509,-0.19386873,-0.008568233,-1.0743104,0.650629,0.8118571,-1.6242965,0.67619693,-0.00070750294,-0.024529975,1.0114983,0.27039257,0.0075742444,0.7459004,-0.31026825,-0.16680886,-0.17952591,-0.6053144,0.099341944,1.0315526,-1.1552167,-0.8565282,-0.5556334,-1.1927439,-0.06050684,-1.2994273,1
TCGA-AN-A0FN-01,0.09956013,-0.11999733,-1.7144219,-0.651415,-0.14669546,0.31110147,-0.6892695,0.15366082,-0.028879523,0.40562996,-0.28060275,1.039609,0.8518523,1.6527243,0.93337077,-1.2394933,1.070575,-1.6418573,0.8387566,-0.24025147,-0.4371883,-0.79646474,-0.65666604,0.935385,-1.6948031,0.54501873,-0.781997,0.5932985,2.0064838,0.99995285,0.09020461,0.5297548,1
TCGA-AN-A0FS-01,-0.63128054,-0.27161548,-0.22224586,-0.28010553,0.9824578,1.0721221,0.5233276,-0.6388055,0.1236862,0.47039136,1.3341914,-0.24831814,-1.4324164,0.8015761,-2.2697728,1.2051334,0.21176755,0.7676983,-1.4750875,1.2114078,1.7416734,1.2786239,-0.50479764,0.014160158,-0.038756534,-0.48506638,-0.33502832,0.38265836,-0.86403245,-0.8549603,1.2119004,-1.7227306,1
TCGA-AN-A0FT-01,-0.25204787,-0.076408215,0.5796596,-1.2629366,1.3667103,-0.32178658,-0.82746625,0.4073933,0.1872904,0.13451123,0.7650519,0.42814672,1.4300861,-0.80263686,-0.49400416,-0.1311689,-1.0547411,-1.5521835,-0.5623007,-0.18596119,-1.1484982,-0.22063754,-0.3939968,-0.93811744,0.10043869,1.7873594,1.0426159,2.0422897,0.78007114,-0.7941067,-0.3111818,-1.0974468,1
TCGA-AN-A0FV-01,-1.3704114,-2.34487,-0.056363683,-0.07182374,0.005494338,0.32457694,1.3494581,0.4507561,-0.76978666,1.8013242,1.2513897,1.6009381,-0.6732971,-0.5245302,0.6923096,-0.33827764,0.017627532,0.3569078,-0.23012899,1.1542176,-1.8780266,0.80396444,-1.6820325,0.86849463,-0.2838842,-0.84789914,-0.272879,-0.5756327,-0.54125005,2.3533523,-0.7677895,-0.34551835,1
TCGA-AN-A0FW-01,1.005097,0.34903416,1.1002437,-1.5920278,0.49154407,1.1955775,0.16712414,1.1255516,-0.18933044,0.7576344,0.23276268,-2.3751204,-0.4963789,-2.0291939,2.851315,0.36230302,0.3458521,0.84395474,-0.78044397,1.6216413,-0.5343106,0.61772555,-2.8255224,1.00847,0.81360817,-1.5048248,-2.4379258,-0.85562634,-0.37756774,-0.5119192,0.6551485,1.1849916,1
TCGA-AN-A0FX-01,-1.2341956,1.3947734,0.11562433,-0.45998508,1.3517199,-0.5626911,-0.17530656,1.134501,0.16104165,-0.52183044,0.64339334,-1.1161638,-0.6142886,1.3779696,-1.069221,-0.37972978,-1.9496847,-0.94159615,0.22126888,0.82828295,1.1931192,-0.108677074,1.0874091,0.8796197,0.4329317,-0.8152391,0.24855933,0.47381228,-1.9198443,1.1665393,-0.6814609,1.5931225,1
TCGA-AN-A0FY-01,0.25205073,-0.74801594,-0.7612777,0.05042556,-0.5592535,-0.11759936,-1.5379347,-1.1243219,-0.5919222,0.26672155,-0.022109091,-1.9320145,-1.8883868,0.63641226,0.3465986,0.7543497,-0.95656437,-1.9729376,-0.69278294,-0.32089406,1.5826157,-0.08030266,0.035111915,0.9271467,-1.792987,-0.64138705,0.6560735,-0.5723528,-0.30367798,0.14649422,0.7272826,0.51534075,1
TCGA-AN-A0FZ-01,-3.56429,1.5829742,-0.32949847,2.6516328,-0.28305152,1.1723197,1.3451464,0.0024728272,0.7241751,0.61118263,-0.6778911,-0.716619,-0.8902473,0.18194282,1.563928,-0.44856596,-0.8307541,0.1837074,0.60239697,0.3009381,-0.5628497,-1.535657,-0.5852346,0.39449713,-0.5072835,0.1662026,-0.8124467,0.35819682,-1.1514364,0.28303555,-0.31371874,-0.9986887,1
TCGA-AN-A0G0-01,-2.410377,0.072953984,0.20707044,-0.33291712,-0.050054427,1.2121685,2.0245802,-0.528895,0.72603774,-2.1117191,0.36287996,0.48688993,-0.27343547,-0.27545732,-1.3182902,-0.52320063,-2.550513,-0.65217024,0.58472836,-0.84441435,0.1962712,1.0355613,0.028329346,0.33527064,-0.6977669,-1.1641747,-0.30894262,1.2692986,0.6723768,0.7707874,-0.75425154,-0.58812636,1
TCGA-AN-A0XL-01,1.7611681,-0.43939698,0.14639936,0.32002145,-0.21618557,0.7196501,-0.1480126,1.2954544,0.073021665,1.9682972,0.6388788,-0.5217697,1.3394039,-0.03734953,-0.77055115,0.12064245,0.44519427,-0.10408198,-2.7398403,-0.30167332,0.53487515,-2.7675557,-1.1803613,-0.23607428,0.33675346,0.31953663,-1.8874298,-1.5676417,0.80511796,1.6620352,0.1132684,-0.37204427,1
TCGA-AN-A0XN-01,-0.09450765,-0.09553718,-1.9987535,0.1801747,0.02371087,-0.35458723,-0.08210139,1.1200509,0.53379166,-1.1200279,1.2898035,-1.0607129,0.24671727,-0.39425713,-0.6076605,-0.31281617,-1.405007,-0.8845052,-0.93702954,-1.0279241,0.8667379,-0.60951585,-0.67318255,1.4081225,0.26942116,-0.74685234,-0.40862566,-0.26067698,2.3145385,0.7746392,0.5215738,-0.6869366,1
TCGA-AN-A0XO-01,1.720156,-0.0013060537,-0.14093375,1.0545526,0.21677229,-1.9143714,0.087120764,-0.40411237,1.1801226,-1.6589631,-0.14503005,-1.5084908,0.44684982,2.0525246,0.8787068,-1.6612794,-0.8423535,-0.7601217,0.35163394,0.882815,-0.13440616,-1.2968941,-0.26675802,0.6836628,-0.98376375,-1.3698032,-0.210874,0.09379662,-0.8517421,1.9631958,0.29870576,0.40253064,1
TCGA-AN-A0XP-01,0.8951952,0.27822778,-1.0380584,-1.2885232,-0.25019193,-0.20441294,-0.6938292,0.3049147,0.5474346,0.29380307,-0.3033381,1.3618085,1.3262111,-1.2877539,1.6236008,-0.20995769,0.7183588,1.9117341,-1.1515808,0.8679991,1.0563203,-0.11705476,0.16465595,-2.0087993,-0.5114582,1.3330046,-1.480448,0.16191624,-0.46668646,-1.3991321,-1.7067419,-0.121745005,1
TCGA-AN-A0XR-01,-0.75997627,0.9191335,2.1284497,-1.1957637,-1.4733858,-0.64751416,1.0106498,-0.6217289,-0.47892416,-0.9004324,1.6084242,-0.20116548,-0.53435445,-0.39104578,-0.54904413,0.97547716,0.048461862,0.71548426,-1.2234408,-0.81542796,-0.9172506,0.21585633,-0.11214575,-0.2727805,-1.1387773,-1.3076055,0.31775448,-1.467439,-0.9533633,1.0784646,0.018990416,-1.8541341,1
TCGA-AN-A0XS-01,-0.26905102,-0.47719637,0.77357966,0.37101188,2.3302598,-0.20038158,-0.20701002,0.06514176,-1.8677121,-0.18066938,-0.40404525,-0.21142618,0.7899332,-0.17953882,-0.4062286,-0.5938329,1.1856521,1.6741261,-0.67004097,0.81646806,0.85359496,0.48615107,0.5523482,2.532545,-1.4283731,0.8748669,0.33794948,0.06480017,0.22589901,-0.29958,0.65433866,0.041149743,1
TCGA-AN-A0XT-01,-0.05162079,-2.1463068,-0.1615201,-1.4660589,0.36242542,-0.23691481,-0.61051875,-0.6790692,-1.579853,1.8877453,0.20732808,-0.06751814,-0.12596576,0.4021379,-0.7780662,-1.0268867,0.56947887,-1.1844628,0.53955954,-0.47913635,1.0139391,-0.46962336,-0.38971445,0.46163708,-0.2994388,-1.2992011,-0.49901107,0.5157811,-0.45496094,0.67606366,0.42991644,1.2722809,1
TCGA-AN-A0XU-01,-0.37827575,0.35093248,-0.79070127,-0.13406172,0.20926818,1.1234995,0.17113939,1.5309794,-0.8284119,-0.5201241,-1.6296448,1.112258,0.032563545,-0.6684473,-1.8535726,-0.9457679,0.24868576,-0.39238298,-0.49014387,0.23703675,1.1887604,-0.21792544,0.26716134,1.4907095,0.07479301,-0.08619926,-1.378506,-0.5095142,0.6236288,1.7809514,-0.066968516,-0.35513967,1
TCGA-AN-A0XV-01,-0.5104762,1.1140996,0.08622235,-1.5158023,0.39013967,-1.1406294,1.8702451,1.1516552,0.046367414,0.027534468,-0.54156274,0.0045057926,0.6337041,-0.79215324,0.990244,-1.1632457,0.0649168,-1.3533792,0.076048985,-1.3075411,-0.08526855,-0.11001972,0.6618383,0.7257712,-0.3027697,-0.2837919,2.987404,0.10115354,-0.30176586,0.7006935,-0.47555962,-0.56304276,1
